category_list,funding_total_usd,country_code,funding_rounds,label,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC
local services translation,250000.0,USA,1,0,1.0,0.0,16450.0,16450
bigdata cloudcomputing infrastructure mobile wireless,3000000.0,CHN,1,0,2.0,0.0,16102.0,16102
biotechnology,186036236.0,BEL,6,1,17.0,4340.0,11955.0,16295
enterprisesoftware,1000000.0,USA,1,0,2.0,0.0,3287.0,3287
realestate search,2518000.0,USA,4,0,8.0,843.0,15709.0,16552
cleantechnology solar,510000000.0,USA,2,0,5.0,162.0,14796.0,14958
bigdata consumers personalfinance retirement,3000000.0,USA,2,0,1.0,202.0,16506.0,16708
curatedweb identity identitymanagement,17087500.0,USA,3,0,9.0,1631.0,14600.0,16231
contactmanagement curatedweb events,4439407.0,USA,6,0,2.0,1453.0,15095.0,16548
curatedweb,7618249.0,USA,3,0,1.0,232.0,14209.0,14441
software,13600000.0,USA,2,0,9.0,470.0,12465.0,12935
informationsecurity security,1737170.0,CHE,1,0,1.0,0.0,12677.0,12677
healthandwellness,2810000.0,USA,3,0,4.0,721.0,15679.0,16400
financialservices,14000000.0,USA,2,0,10.0,189.0,16499.0,16688
advertising digitalmedia education media news publishing,422000000.0,BRA,1,0,1.0,0.0,13277.0,13277
education,50000.0,USA,1,0,1.0,0.0,14903.0,14903
cleantechnology,4500000.0,USA,2,0,4.0,1249.0,14784.0,16033
cleantechnology energy oil,661000.0,SWE,1,0,2.0,0.0,14741.0,14741
analytics,20000000.0,USA,1,0,1.0,0.0,15575.0,15575
software,200000.0,USA,1,0,1.0,0.0,16199.0,16199
crowdsourcing curatedweb sports,1220000.0,IND,2,0,2.0,519.0,15243.0,15762
biotechnology,1663801.11900538,GBR,2,0,3.0,865.0,15904.0,16769
healthcare,28364818.0,USA,10,0,7.0,1644.0,14523.0,16167
b2b internetserviceproviders security software,1300000.0,USA,1,0,1.0,0.0,16010.0,16010
apps gamification ios mobile,15000.0,USA,1,0,1.0,0.0,15480.0,15480
webhosting,23000000.0,USA,2,0,4.0,520.0,15320.0,15840
software,762000.0,USA,1,0,1.0,0.0,15793.0,15793
biotechnology,33500000.0,GBR,2,0,4.0,887.0,15064.0,15951
businessservices intellectualassetmanagement licensing,255100000.0,USA,3,1,1.0,4474.0,10917.0,15391
semiconductors,368000.0,PRT,1,0,1.0,0.0,12937.0,12937
socialmedia,17800000.0,USA,4,0,10.0,2155.0,13819.0,15974
advertising education leadgeneration portals,10000000.0,USA,1,0,1.0,0.0,14245.0,14245
education,2000000.0,USA,1,1,4.0,0.0,12631.0,12631
biotechnology healthcare,126385000.0,USA,3,1,8.0,3565.0,12142.0,15707
cleantechnology,16424363.0,GBR,3,0,12.0,924.0,14216.0,15140
informationtechnology,10720178.0,GBR,1,0,1.0,0.0,16224.0,16224
edtech education entrepreneur technology,142367.0,ARG,3,0,5.0,92.0,15979.0,16071
healthcare,4710960.0,DNK,1,0,1.0,0.0,15779.0,15779
audio entertainment music socialmedia socialmediaplatforms,5000000.0,SWE,2,0,2.0,462.0,16111.0,16573
energy miningtechnologies,25090000.0,IND,1,0,1.0,0.0,13969.0,13969
e-commerce,25478613.0,USA,1,0,1.0,0.0,16302.0,16302
businessservices enterprises mobile networking telecommunications,31040000.0,CAN,3,0,8.0,1609.0,13216.0,14825
hardware+software television,1270000.0,SWE,1,0,1.0,0.0,13683.0,13683
diagnostics healthcare healthdiagnostics medicaldevices,25000.0,USA,3,0,3.0,1069.0,15380.0,16449
healthcare hospitals medical,13500000.0,USA,2,1,3.0,161.0,13697.0,13858
mobile technology wireless,3033472.0,USA,2,0,2.0,457.0,15371.0,15828
healthcare,150000.0,USA,1,0,1.0,0.0,15478.0,15478
medical medicaldevices technology,32000000.0,USA,1,0,2.0,0.0,12424.0,12424
cleanenergy nanotechnology technology,25000000.0,USA,1,0,6.0,0.0,13493.0,13493
enterprisesoftware,4045500.0,USA,3,1,1.0,1437.0,14739.0,16176
biotechnology,113701127.0,USA,6,1,15.0,1969.0,13362.0,15331
apps finance mobile sports,457282.0,USA,7,0,6.0,703.0,13879.0,14582
consumerelectronics electronics manufacturing,60000000.0,USA,1,0,10.0,0.0,11645.0,11645
enterprisesoftware security,13410901.0,USA,2,0,1.0,65.0,15343.0,15408
logistics software storage supplychainmanagement transportation,28500000.0,USA,2,0,3.0,1477.0,14152.0,15629
analytics cloudcomputing cloudmanagement networking saas security virtualization,25000000.0,USA,2,0,3.0,1674.0,13787.0,15461
software,1560000.0,IND,1,0,1.0,0.0,12808.0,12808
mobile mobileanalytics,3000000.0,FRA,1,0,2.0,0.0,16447.0,16447
semiconductors,20209960.0,BRA,2,0,2.0,1548.0,13346.0,14894
domains internet ticketing,9280000.0,GBR,4,0,7.0,671.0,15400.0,16071
software,4500000.0,USA,2,1,1.0,533.0,13769.0,14302
careermanagement software,25305000.0,USA,4,1,4.0,1915.0,13042.0,14957
software,3020000.0,USA,3,0,4.0,743.0,15126.0,15869
biotechnology,138581610.0,USA,5,0,4.0,3326.0,12677.0,16003
creditcards frauddetection security,7131124.0,USA,3,1,1.0,700.0,14033.0,14733
healthcare,13793098.0,USA,3,1,5.0,943.0,14671.0,15614
healthandwellness healthcare services,58500000.0,USA,2,0,2.0,159.0,16549.0,16708
news,7380000.0,USA,2,0,2.0,243.0,14426.0,14669
security,30000000.0,USA,1,0,2.0,0.0,15379.0,15379
healthcare,46900000.0,USA,1,0,1.0,0.0,15718.0,15718
advertising distribution mobile salesandmarketing socialmedia,24250000.0,USA,3,0,5.0,1520.0,13459.0,14979
businessservices customerservice services,1300000.0,USA,1,0,1.0,0.0,15431.0,15431
accounting advice finance software,80157014.0,GBR,1,0,1.0,0.0,15063.0,15063
enterprisesoftware,45000000.0,USA,2,0,2.0,0.0,15779.0,15779
computers internet networking,16000000.0,USA,1,0,8.0,0.0,11562.0,11562
cleantechnology,4500000.0,USA,1,0,1.0,0.0,16769.0,16769
financialservices nonprofits socialfundraising,23000000.0,USA,2,0,2.0,202.0,15315.0,15517
aerospace manufacturing newproductdevelopment,2000000.0,USA,1,0,9.0,0.0,16440.0,16440
advertising internet services,5500000.0,USA,3,0,9.0,3147.0,9648.0,12795
analytics careermanagement recruiting socialrecruiting,90000.0,USA,2,0,3.0,67.0,15492.0,15559
biotechnology medical,35000000.0,USA,1,1,4.0,0.0,13626.0,13626
developmentplatforms healthcare software,5000000.0,USA,1,1,1.0,0.0,12620.0,12620
hardware+software,10000000.0,USA,1,1,3.0,0.0,13545.0,13545
semiconductors,33331814.0,USA,3,0,1.0,1280.0,14867.0,16147
healthandwellness healthcare healthcareservices,96244444.0,USA,6,0,9.0,3087.0,13545.0,16632
3d socialmedia technology,20600000.0,USA,2,0,5.0,156.0,16237.0,16393
consulting,4000000.0,USA,1,1,1.0,0.0,13236.0,13236
bigdataanalytics healthcareinformationtechnology saas,150000.0,USA,1,0,1.0,0.0,16253.0,16253
b2b cloudcomputing enterprises healthandwellness healthcare networksecurity saas,158000.0,USA,2,0,2.0,382.0,15918.0,16300
cloudcomputing saas,8500000.0,JPN,2,0,6.0,573.0,15826.0,16399
credit finance financialservices personalfinance,34072000.0,USA,4,0,12.0,1300.0,12639.0,13939
colleges education recruiting,150000.0,USA,2,0,2.0,127.0,15831.0,15958
software,5500000.0,USA,1,0,1.0,0.0,16533.0,16533
medicaldevices,15470704.0,USA,2,0,1.0,1590.0,14914.0,16504
enterprisesoftware,32000000.0,USA,2,0,2.0,1390.0,14644.0,16034
software,3315000.0,USA,1,0,1.0,0.0,14063.0,14063
biotechnology,6650000.0,USA,2,0,3.0,2181.0,13665.0,15846
healthandwellness,1495000.0,USA,2,0,2.0,248.0,16514.0,16762
informationtechnology,1000000.0,USA,1,0,1.0,0.0,16616.0,16616
healthcare hospitals,6700000.0,USA,1,0,1.0,0.0,15126.0,15126
biotechnology,110640466.0,USA,9,1,28.0,3759.0,12188.0,15947
mobile mobilepayments mobilesecurity security,12050000.0,SWE,4,0,6.0,1637.0,13879.0,15516
healthcare healthdiagnostics,6321095.0,GBR,1,0,2.0,0.0,15232.0,15232
internetradiomarket,2500000.0,USA,1,0,1.0,0.0,16318.0,16318
realestate,67000000.0,USA,4,0,5.0,233.0,15685.0,15918
software,2100000.0,USA,1,0,1.0,0.0,12849.0,12849
biotechnology,32655000.0,USA,8,0,17.0,2058.0,12843.0,14901
hardware+software,329695.0,GBR,1,0,1.0,0.0,15572.0,15572
mobile networking telecommunications,15000000.0,IRL,1,0,3.0,0.0,16337.0,16337
security,8198838.0,USA,4,1,2.0,2299.0,14061.0,16360
hardware+software,30500000.0,USA,2,0,2.0,921.0,15183.0,16104
informationtechnology,25000.0,USA,1,0,1.0,0.0,13462.0,13462
consumergoods contentdelivery logistics,3715000.0,NGA,2,0,3.0,397.0,16085.0,16482
publicrelations,5000000.0,USA,1,0,8.0,0.0,13514.0,13514
healthandwellness healthcare healthcareinformationtechnology mhealth predictiveanalytics,145562.0,IRL,2,0,3.0,280.0,15765.0,16045
advertising,24980307.0,USA,6,0,14.0,2198.0,14092.0,16290
biotechnology,30000000.0,USA,1,0,2.0,0.0,16748.0,16748
education mobilecommerce technicalcontinuingeducation,4700000.0,USA,2,0,4.0,716.0,15993.0,16709
education onlineeducation services,4000000.0,USA,1,0,1.0,0.0,16576.0,16576
biotechnology healthcare,93654902.0,USA,5,1,1.0,1487.0,14571.0,16058
security,2090000.0,USA,1,0,1.0,0.0,14253.0,14253
healthcare,600000.0,USA,1,0,1.0,0.0,15925.0,15925
semiconductors,4880000.0,CAN,1,0,2.0,0.0,13663.0,13663
healthcare,41250.0,HKG,1,0,1.0,0.0,16252.0,16252
biotechnology,151250000.0,USA,6,0,3.0,1458.0,14457.0,15915
enterprisesoftware,5280000.0,USA,1,1,3.0,0.0,12985.0,12985
advertising classifieds,30000.0,BRA,1,0,1.0,0.0,14245.0,14245
biotechnology healthcare,116605707.0,USA,4,1,20.0,3155.0,12631.0,15786
cleantechnology,54300000.0,USA,3,0,13.0,1462.0,14525.0,15987
finance,5000000.0,USA,1,0,1.0,0.0,14292.0,14292
e-commerce giftcard home&garden kids lifestyle retail travel,13274403.0,GBR,3,0,6.0,1522.0,14730.0,16252
brandmarketing finance p2pmoneytransfer,12500000.0,USA,1,0,1.0,0.0,15419.0,15419
financetechnology,50000.0,USA,1,0,1.0,0.0,16282.0,16282
software,150000.0,USA,1,0,1.0,0.0,14739.0,14739
software,13600000.0,USA,2,0,3.0,1097.0,12621.0,13718
careermanagement education humanresources,100000.0,NLD,1,0,1.0,0.0,16035.0,16035
employerbenefitsprograms incentives services software,52422326.0,USA,5,1,15.0,1399.0,13846.0,15245
enterprisesoftware,2500000.0,GBR,1,0,2.0,0.0,13887.0,13887
biotechnology healthcare,91100000.0,USA,2,1,15.0,3124.0,11715.0,14839
semiconductors,135776263.0,USA,5,0,12.0,2268.0,13536.0,15804
biotechnology,9599860.0,USA,3,1,1.0,2427.0,13757.0,16184
socialmedia storage videostreaming webhosting,28000000.0,USA,3,1,8.0,1034.0,13483.0,14517
software,9500000.0,USA,1,1,1.0,0.0,11474.0,11474
mobile,100000000.0,IND,1,1,3.0,0.0,14887.0,14887
biotechnology,82000000.0,USA,3,1,15.0,1050.0,15637.0,16687
consulting,8000000.0,USA,1,0,2.0,0.0,16001.0,16001
telecommunications webhosting,38247779.0,USA,2,1,2.0,2775.0,11603.0,14378
biotechnology,40000000.0,USA,1,0,4.0,0.0,12542.0,12542
e-commerce,18800000.0,THA,3,0,13.0,508.0,16058.0,16566
android consumerinternet email enterprisesoftware ios mobile mobilesecurity saas,7300000.0,USA,1,1,5.0,0.0,15860.0,15860
hardware+software,1998000.0,DNK,3,0,3.0,1160.0,13145.0,14305
software,592000.0,GBR,1,0,1.0,0.0,13165.0,13165
software,75000000.0,USA,3,1,15.0,1125.0,12193.0,13318
agriculture analytics coffee,20000.0,USA,1,0,1.0,0.0,15431.0,15431
biotechnology healthcare,76800000.0,USA,3,1,8.0,1289.0,12192.0,13481
advertising,43000000.0,CHN,2,1,2.0,455.0,13149.0,13604
apps finance fintech mobile technology,31960000.0,USA,4,0,12.0,1048.0,15492.0,16540
cleantechnology,976865.0,GBR,1,0,1.0,0.0,15773.0,15773
cleantechnology,15000000.0,USA,4,0,7.0,1336.0,14916.0,16252
mobile networking,808211.0,GBR,1,0,3.0,0.0,16006.0,16006
curatedweb,40000.0,USA,1,1,1.0,0.0,15712.0,15712
content enterprisesoftware socialmedia software webcms,173500000.0,USA,8,0,26.0,2858.0,13848.0,16706
advertisingplatforms software,12100000.0,CAN,3,0,4.0,898.0,15202.0,16100
fitness healthandwellness,130000.0,USA,1,0,1.0,0.0,15503.0,15503
finance,20000000.0,USA,1,0,1.0,0.0,14638.0,14638
edtech education,9750000.0,USA,1,0,4.0,0.0,16644.0,16644
flashstorage homelandsecurity storage webhosting,11000000.0,SGP,1,0,2.0,0.0,12418.0,12418
sports,215000.0,USA,1,0,1.0,0.0,13330.0,13330
e-commerce,26239014.372048497,GBR,2,0,2.0,575.0,16131.0,16706
internetserviceproviders networking,500000000.0,IND,1,0,1.0,0.0,16617.0,16617
biotechnology healthandwellness medical pharmaceuticals,26980000.0,USA,6,0,1.0,766.0,14005.0,14771
software,8400000.0,USA,1,0,1.0,0.0,16637.0,16637
crm marketingautomation software,72500000.0,USA,5,0,16.0,1327.0,14848.0,16175
dataintegration enterprises realtime,25000000.0,USA,1,1,5.0,0.0,11542.0,11542
batteries cleantechnology search,9800000.0,USA,3,1,5.0,890.0,14082.0,14972
internet software webhosting,113616859.0,USA,8,0,44.0,4401.0,11479.0,15880
software,43600000.0,USA,3,0,12.0,4562.0,12006.0,16568
informationsecurity software,100000.0,ISR,1,0,1.0,0.0,16566.0,16566
enterprisesoftware informationservices informationtechnology,207500000.0,USA,6,0,19.0,1640.0,14512.0,16152
telecommunications,25000000.0,FRA,1,0,7.0,0.0,16602.0,16602
software,3759300.0,FRA,1,0,1.0,0.0,13347.0,13347
biotechnology,15600000.0,USA,2,1,3.0,1135.0,12901.0,14036
audio informationtechnology media messaging video,790398.0,DNK,1,0,1.0,0.0,15601.0,15601
biotechnology,600000.0,USA,2,0,2.0,1434.0,14323.0,15757
contactmanagement webdesign,20000000.0,USA,2,0,1.0,545.0,11322.0,11867
collectibles entertainment games toys,100000.0,USA,2,0,3.0,61.0,15218.0,15279
applicationplatforms professionalservices projectmanagement,242563.0,SVK,1,0,1.0,0.0,16436.0,16436
cloudcomputing consulting search software,10150000.0,USA,2,0,1.0,204.0,15266.0,15470
advertising,1000000.0,DEU,1,0,1.0,0.0,13185.0,13185
advertising businessdevelopment,400000.0,ISR,1,0,1.0,0.0,8955.0,8955
mobile,58200000.0,USA,5,1,11.0,2617.0,11078.0,13695
applicationperformancemonitoring businessservices reviewsandrecommendations software,500000.0,DNK,1,0,1.0,0.0,16079.0,16079
hardware hardware+software semiconductors,80000000.0,CHN,1,1,6.0,0.0,13042.0,13042
enterprisesoftware,1604278.0,CHN,1,0,1.0,0.0,15675.0,15675
facebookapplications finance socialfundraising,1700000.0,USA,1,0,4.0,0.0,16477.0,16477
mobile,5000000.0,USA,2,0,9.0,564.0,15400.0,15964
email marketingautomation software,900000.0,BEL,1,0,2.0,0.0,11292.0,11292
software,25000000.0,USA,1,0,1.0,0.0,14629.0,14629
software,2310008.0,GBR,2,0,3.0,2215.0,13578.0,15793
biotechnology,22585000.0,DEU,2,1,10.0,453.0,14568.0,15021
fitness medical training,25000.0,USA,4,0,4.0,590.0,15380.0,15970
healthcare,950000.0,USA,3,0,2.0,1270.0,15345.0,16615
software,13360000.0,FRA,2,0,4.0,1036.0,13094.0,14130
software,1120000.0,NOR,1,0,1.0,0.0,13881.0,13881
enterprisesoftware,22500000.0,USA,5,0,6.0,2242.0,12631.0,14873
advertising,35000000.0,USA,1,0,1.0,0.0,15924.0,15924
advertising,11500000.0,CHN,2,0,2.0,1216.0,12784.0,14000
software,10823112.0,USA,3,0,8.0,578.0,15737.0,16315
electronics manufacturing mechanicalsolutions,2000000.0,USA,1,0,1.0,0.0,13714.0,13714
software,28000.0,USA,1,0,1.0,0.0,15522.0,15522
semiconductors,6000000.0,USA,1,0,1.0,0.0,15140.0,15140
enterprisesoftware,16400000.0,USA,4,0,3.0,1029.0,14551.0,15580
cloudcomputing,190000.0,RUS,2,0,2.0,0.0,15874.0,15874
cloudcomputing,1054991.0,FRA,1,0,3.0,0.0,16311.0,16311
curatedweb entertainment facebookapplications giftcard privatesocialnetworking socialcommerce socialnetworkmedia,20000.0,UKR,1,0,1.0,0.0,15355.0,15355
informationtechnology saas visualization,3000000.0,USA,1,0,2.0,0.0,12739.0,12739
financialservices,4099999.0,USA,1,0,3.0,0.0,16274.0,16274
biotechnology,925000.0,USA,3,0,1.0,1122.0,14719.0,15841
software,214208700.0,USA,10,1,37.0,3754.0,10835.0,14589
finance,13250001.0,USA,2,0,3.0,438.0,15236.0,15674
realestate,2750000.0,USA,1,0,1.0,0.0,13899.0,13899
software webdevelopment,2000000.0,USA,1,0,4.0,0.0,11485.0,11485
mobilesecurity security software,680000.0,USA,2,0,1.0,241.0,14677.0,14918
healthcare,10000000.0,ISR,2,1,5.0,801.0,13830.0,14631
biotechnology healthdiagnostics,805000.0,GBR,1,1,2.0,0.0,15048.0,15048
advertising b2b consumerinternet internet marketplaces,185000.0,USA,2,0,3.0,790.0,15553.0,16343
education,2200000.0,USA,2,0,2.0,936.0,15379.0,16315
mobile,4275852.0,SWE,2,0,3.0,448.0,15142.0,15590
biotechnology clinicaltrials pharmaceuticals,30204758.8708734,BEL,2,1,6.0,156.0,13552.0,13708
biotechnology,36700005.0,USA,4,1,1.0,1252.0,14594.0,15846
businessservices technology,28000000.0,USA,3,1,10.0,570.0,11915.0,12485
advertising directmarketing socialcrm socialmedia,2574004.0,SGP,2,1,2.0,1188.0,14846.0,16034
analytics informationtechnology software supplychainmanagement,6061005.0,GBR,1,0,1.0,0.0,16029.0,16029
healthcare,550000.0,USA,2,0,2.0,933.0,15273.0,16206
hardware+software,150000.0,USA,1,0,1.0,0.0,15405.0,15405
advertising bigdataanalytics broadcasting cloudcomputing digitalmedia enterprisesoftware saas videostreaming,3750000.0,ISR,3,0,3.0,822.0,14153.0,14975
biotechnology,2670394.0,USA,2,0,2.0,187.0,16082.0,16269
manufacturing retail,45400000.0,BRA,1,0,1.0,0.0,14589.0,14589
healthcare,104000000.0,USA,4,0,21.0,2787.0,13529.0,16316
healthcare,1067275.0,GBR,2,0,3.0,335.0,14812.0,15147
healthcare pharmaceuticals technology,15000000.0,USA,1,1,6.0,0.0,12698.0,12698
adtargeting advertising,3000000.0,USA,1,0,1.0,0.0,15904.0,15904
accounting cloudcomputing crm developertools developmentplatforms enterpriseresourceplanning enterprisesoftware saas software,23300000.0,USA,4,0,8.0,1813.0,14551.0,16364
e-commerce,93000000.0,USA,3,0,9.0,839.0,14963.0,15802
biotechnology healthdiagnostics,2200000.0,USA,2,0,1.0,2463.0,13377.0,15840
manufacturing,18100000.0,USA,2,0,1.0,1196.0,14035.0,15231
services,25000.0,USA,1,0,1.0,0.0,16395.0,16395
analytics bigdata databases software storage,10563501.0,GBR,3,0,10.0,1176.0,14426.0,15602
healthcare,10000000.0,USA,3,0,3.0,1107.0,15187.0,16294
medical pharmaceuticals serviceproviders,27000000.0,USA,1,0,2.0,0.0,11409.0,11409
biotechnology,63176464.0,USA,5,0,5.0,1149.0,15194.0,16343
biotechnology,6400000.0,USA,2,0,4.0,510.0,14985.0,15495
contactmanagement iphone mobile telephony,2000000.0,USA,2,0,13.0,368.0,15631.0,15999
advertising mobile,17600000.0,USA,3,1,6.0,1117.0,12784.0,13901
analytics customerservice leadmanagement mobile,7706593.0,GBR,6,0,14.0,1604.0,13213.0,14817
socialmedia,7500000.0,USA,3,0,7.0,1311.0,14537.0,15848
advertising,1550000.0,USA,2,1,1.0,261.0,14116.0,14377
healthcare medical technology,8900000.0,USA,1,0,3.0,0.0,12093.0,12093
advertising emailmarketing software,175000.0,USA,2,0,1.0,153.0,16024.0,16177
advertising television,99234.0,GBR,1,0,1.0,0.0,16071.0,16071
games onlinegaming,9000000.0,DEU,1,1,2.0,0.0,16406.0,16406
advertising,1185000.0,USA,3,0,4.0,463.0,16099.0,16562
design engineeringfirms technology,8000000.0,MEX,1,0,3.0,0.0,16412.0,16412
marketingautomation monetization software,1600000.0,USA,1,0,3.0,0.0,16640.0,16640
cloudcomputing enterprises security,49500000.0,USA,3,1,9.0,864.0,15675.0,16539
biotechnology,3007428.34801961,AUS,1,0,1.0,0.0,14967.0,14967
materialscience mechanicalsolutions nanotechnology,1038955.0,IRL,2,0,2.0,428.0,15949.0,16377
nanotechnology,8206660.0,USA,6,0,3.0,1650.0,14881.0,16531
healthcare,82000000.0,USA,4,1,5.0,1614.0,12904.0,14518
advertising auctions television video,48500000.0,USA,5,1,10.0,1516.0,13545.0,15061
enterprisesoftware,46168126.0,GBR,1,0,1.0,0.0,15251.0,15251
advertising,13200000.0,USA,4,0,14.0,637.0,14832.0,15469
advertising,10000000.0,USA,1,1,2.0,0.0,12946.0,12946
internet mobile semiconductors,5954000.0,USA,3,0,2.0,1542.0,14544.0,16086
biotechnology,107500000.0,GBR,2,1,13.0,183.0,16155.0,16338
software,777729.0,GBR,1,0,1.0,0.0,15516.0,15516
bio-pharm biotechnology healthcare,401499480.0,USA,5,0,5.0,601.0,15961.0,16562
cloudmanagement enterprisesoftware,22999999.0,USA,3,0,4.0,1213.0,14866.0,16079
analytics businessanalytics clouddataservices software,176275000.0,USA,7,0,26.0,4320.0,12296.0,16616
cleantechnology,3750000.0,USA,1,0,1.0,0.0,14060.0,14060
businessintelligence cloudcomputing financialservices,22500000.0,USA,3,0,9.0,858.0,13042.0,13900
entertainment games reviewsandrecommendations semanticweb,24020000.0,USA,4,1,10.0,1786.0,13564.0,15350
mobile security telecommunications,19670000.0,IRL,2,0,5.0,415.0,13258.0,13673
bigdata bigdataanalytics enterprisesoftware machinelearning oilandgas oil&gas optimization saas software,800000.0,USA,2,0,2.0,395.0,16222.0,16617
enterprisesoftware,24845955.0,USA,6,1,9.0,1157.0,14552.0,15709
collaboration enterprises software,30000000.0,USA,6,0,17.0,1954.0,13852.0,15806
cloudcomputing software,2400000.0,USA,1,0,1.0,0.0,16105.0,16105
advertising,67115160.0,USA,5,0,15.0,3493.0,13199.0,16692
biotechnology healthdiagnostics,7250000.0,USA,4,0,5.0,533.0,15812.0,16345
applicationplatforms cloudcomputing informationtechnology visualization,2500000.0,DEU,1,0,3.0,0.0,16645.0,16645
analytics bigdata,13000000.0,USA,1,0,3.0,0.0,16289.0,16289
finance fintech,20000000.0,USA,1,0,1.0,0.0,13698.0,13698
advertising,150000.0,USA,1,0,1.0,0.0,16255.0,16255
assisitivetechnology universities,1300000.0,USA,1,0,3.0,0.0,16346.0,16346
advertising enterprisesoftware marketingautomation mobile,9000000.0,GBR,3,0,11.0,465.0,15675.0,16140
advertising auctions publishing,40400000.0,USA,4,1,5.0,2799.0,12662.0,15461
biotechnology,120000000.0,CHE,2,0,4.0,686.0,15994.0,16680
advertising media technology,6500000.0,USA,2,0,21.0,365.0,15645.0,16010
advertising,2000000.0,RUS,1,0,1.0,0.0,16050.0,16050
advertising displays locationbasedservices mobile mobilesoftwaretools news salesandmarketing,2940000.0,CAN,1,1,1.0,0.0,14041.0,14041
advertising,119191000.0,USA,7,1,12.0,2415.0,12823.0,15238
